term,pos,comment,is_case_sensitive,en,comment_en
རྣམ་པ་ -ར་ འཕྲུལ་པ་ ཆེན་པོ་ -འི་ རྒྱལ་པོ,,person-—,yes,Great Emanation King,A bodhisattva.
རྣམ་པ་ -ར་ འཕྲུལ་པ་ དང་ ལྡན་པ,,person-Visphūrja,yes,Visphūrja,One of the bodhisattvas attending the delivery of the MMK.
རྣམ་པ་ -ར་ འཕྲུལ་པ་ མཐའ་ ཡས,,person-—,yes,Infinite Miraculous Display,A buddha.
རྣམ་པ་ -ར་ འཕྲུལ་པ་ -འི་ འོད,,person-—,yes,Emanated Light,A bodhisattva.
རྣམ་པ་ -ར་ འཕྲུལ་པ་ -འི་ འོད,,person-Vikurvita­prabha,yes,Vikurvita­prabha,A bodhisattva present in Śrāvastī.
རྣམ་པ་ -ར་ འཕྲུལ་པ་ -འི་ རྒྱལ་པོ,,person-Vikurvaṇarāja,yes,Vikurvaṇarāja,
རྣམ་པ་ -ར་ འབབ་པ,,place-—,yes,Flow,A forest on Saṅkāśa.
རྣམ་པ་ -ར་ འབྱེད་པ,,term-—,yes,Separating,The name of a karmic wind involved in the formation of an embryo in its ninth week.
རྣམ་པ་ -ར་ འབྱེད་པ་ -ས་ རྣམ་པ་ -ར་ ཕྱེ་བ,,person-—,yes,Discerned Through Discernment,A buddha.
རྣམ་པ་ -ར་ ཡངས་པ,,person-—,yes,Vastness,(1) An old god approached by Musulundha. (2) A lotus pool in Swan Forest.
རྣམ་པ་ -ར་ རྒོད་པ,,person-Vihasita,yes,Vihasita,One of the grahas.
རྣམ་པ་ -ར་ རྒྱལ་བ་ ཆེན་པོ,,person-Mahāvijaya,yes,Mahāvijaya,A bhikṣu in an analogy given by the bodhisattva Vajra­garbha.
རྣམ་པ་ -ར་ རྒྱལ་བ་ དང་ ལྡན་པ,,place-—,yes,Triumphant,Name of the world system of the thus-gone one He Who Acts as Supreme.
རྣམ་པ་ -ར་ རྒྱལ་བ་ བསྲུང་བ་ ཅན,,person-—,yes,Victorious and Protected,A great bodhisattva.
རྣམ་པ་ -ར་ རྒྱལ་བ་ མངའ་བ,,person-—,yes,Possessor of Victory,Name of the thus-gone one of the world system Endowed with the Vanquisher of All Demons.
རྣམ་པ་ -ར་ རྒྱལ་བ་ སྲུང,,person-Vijayarakṣa,yes,Vijayarakṣa,The name of a beggar who gives rise to the resolve set on awakening.
རྣམ་པ་ -ར་ རྒྱལ་བ་ སྲུང,,person-Vijayarakṣa,yes,Vijayarakṣa,The name of a householder who goes forth.
རྣམ་པ་ -ར་ རྒྱལ་བ་ སྲུང,,person-Vijayarakṣa,yes,Vijayarakṣa,The name of a child who requests the Buddha to allow him to go forth.
རྣམ་པ་ -ར་ རྒྱལ་བ,,place-Vaijayanta,yes,Vaijayanta,Indra’s palace on the summit of Sumeru.
རྣམ་པ་ -ར་ རྒྱལ་བ,,place-—,yes,Victorious,Name of the world system of the thus-gone one King of the Well-Settled Treasury of Peace.
རྣམ་པ་ -ར་ རྒྱལ་བ,,person-Vijitāvin,yes,Vijitāvin,A prince in another world in the distant past.
རྣམ་པ་ -ར་ རྒྱལ་བ,,place-Vaijayanta,yes,Vaijayanta,The palace of Śakra in the Heaven of the Thirty-Three.
རྣམ་པ་ -ར་ རྒྱལ་བ,,person-Vaijayanta,yes,Vaijayanta,
རྣམ་པ་ -ར་ རྒྱལ་བ་ -འི་ ཁང་པ,,place-Vaijayanta,yes,Vaijayanta Palace,
རྣམ་པ་ -ར་ རྒྱལ་བ་ -འི་ གཙུག་ཏོར,,person-Vijayoṣṇīṣa,yes,Vijayoṣṇīṣa,One of the uṣṇīṣa kings attending the delivery of the MMK.
རྣམ་པ་ -ར་ རྒྱལ་བ་ -འི་ དབྱངས,,person-—,yes,Victorious Melody,Name of the thus-gone one of the world system Luminous Form.
རྣམ་པ་ -ར་ རྒྱལ་བ་ -འི་ དབྱངས,,person-—,yes,Melody of Victory,Name of the thus-gone one of the world system Vanquisher of All Demons.
རྣམ་པ་ -ར་ རྒྱལ་བ་ -འི་ འོད,,place-—,yes,Light of Victory,Name of the world system of the thus-gone one Dīpaṅkara.
རྣམ་པ་ -ར་ རྒྱལ་བ་ -ས་ རྣམ་པ་ -ར་ གནོན་པ,,person-Vijaya­vikrāmin,yes,Vijaya­vikrāmin,A bodhisattva of the northeast.
རྣམ་པ་ -ར་ རྒྱལ་བྱེད,,place-Vaijayanta,yes,Vaijayanta,Indra’s palace.
རྣམ་པ་ -ར་ རྒྱལ་མ,,person-Vijayā,yes,Vijayā,"“Triumphant,” Dyūtajaya’s wife."
རྣམ་པ་ -ར་ རྒྱལ་མ,,person-Vijayā,yes,Vijayā,One of the great dūtīs attending upon Lord Vajrapāṇi; one of the great yakṣiṇīs; also a mantra goddess representing the power (śakti) of all the buddhas.
རྣམ་པ་ -ར་ རྒྱལ་མ,,person-Vijayantī,yes,Vijayantī,
རྣམ་པ་ -ར་ རྒྱས་པ,,place-—,yes,Expansive,A lake in Constant Bliss.
རྣམ་པ་ -ར་ རྟོག་པ,,term-vi­kalpa,yes,False imagination,Also translated here as “conceptual notion.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ ཁྱབ་བྱེད,,person-Nirvikalpaspharaṇa,yes,Nirvikalpaspharaṇa,Name of a bodhisattva; “Pervading Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ ང་རོ,,person-Nirvikalpanāda,yes,Nirvikalpanāda,Name of a bodhisattva; “Roar of Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ ངོ་བོ་ ཉིད,,person-Nirvikalpasvabhāva,yes,Nirvikalpasvabhāva,Name of a bodhisattva; “Having the Nature of Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ ཆོས་སྟོན་ མཁས་པ,,person-Nirvikalpadharmanirdeśakuśala,yes,Nirvikalpadharmanirdeśakuśala,Name of a bodhisattva; “Skilled in Teaching the Dharma of Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ དཔའ་བོ,,person-Nirvikalpavīra,yes,Nirvikalpavīra,Name of a bodhisattva; “Hero of Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ དབང་ཕྱུག,,person-Nirvikalpasvara,yes,Nirvikalpasvara,Name of a bodhisattva; “Lord of Nonconceptuality.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ དབང་ཕྱུག་ ཆེན་པོ,,person-Nirvikalpamaheśvara,yes,Maheśvara,“Great Lord”; the name of a bodhisattva in the Avikalpraveśdhāraṇī. This is more commonly used as an epithet of Śiva.
རྣམ་པ་ -ར་ རྟོག་ མེད་ བྱམས་པ་ ཆེན་པོ་ དབང་ཕྱུག,,person-Nirvikalpamahāmaitrīśvara,yes,Nirvikalpamahāmaitrīśvara,Name of a bodhisattva; “Lord of Nonconceptual Great Love.”
རྣམ་པ་ -ར་ རྟོག་ མེད་ བློ་གྲོས,,person-Nirvikalpamati,yes,Nirvikalpamati,Name of a bodhisattva; “Wise in Nonconceptuality.”
རྣམ་པ་ -ར་ རྨོངས་པ,,term-vi­mūḍha,yes,Deluded,
རྣམ་པ་ -ར་ རྩེ་བ,,person-—,yes,Playfulness,"Name of a bodhisattva, the main interlocutor of Maitreya’s Setting Out."
རྣམ་པ་ -ར་ རྩེ,,person-Vikrīḍamāna,yes,Vikrīḍamāna,The name of a bodhisattva. “Playful One.”
རྣམ་པ་ -ར་ ལྟ་བ,,term-—,yes,Viewing,
རྣམ་པ་ -ར་ ལྟ་བ,,person-Vilokita,yes,Vilokita,One of the vidyārājas dwelling with Śākyamuni in the realm of the Pure Abode.
རྣམ་པ་ -ར་ ལྟ་བ་ -འི་ མིག,,person-Vyavalokana­cakṣur,yes,Vyavalokanacakṣur,A bodhisatva great being.
རྣམ་པ་ -ར་ ལྟ,,person-—,yes,Observing,
རྣམ་པ་ -ར་ ལྟུང་བྱེད,,person-Vinipāta,yes,Vinipāta,One of the grahas.
རྣམ་པ་ -ར་ ཤེས་པ་ མཐའ་ཡས་པ་ -འི་ སྐྱེ་མཆེད,,term-vijñānānantyāyatana,yes,Sphere of infinite consciousness,"The second of the four states of imperturbability, which leads to rebirth in the formless realm (Skt. ārūpyadhātu)."
རྣམ་པ་ -ར་ ཤེས་པ་ སྨྲ་བ,,term-Vijñānavāda,yes,Vijñānavāda,"The school of “Consciousness-Only” founded by Maitreya and Āryāsaṅga, which shares with the Mādhyamika most of the philosophical techniques of the Mahāyāna, while differing on the interpretation of the profound meaning of voidness, or the ultimate reality."
རྣམ་པ་ -ར་ ཤེས་པ་ -འི་ ཕུང་པོ,,term-vi­jñāna­skandha,yes,Aggregate of consciousness,Fifth of the five psycho-physical aggregates.
རྣམ་པ་ -ར་ སངས་བ་ -འི་ མིག,,person-—,yes,Purified Eyes,A bodhisattva.
རྣམ་པ་ -ར་ སངས་རྒྱས་པ་ -འི་ བློ,,person-Viśuddhabuddhi,yes,Viśuddhabuddhi,A bodhisattva present in Śrāvastī.
རྣམ་པ་ -ར་ སུན་ འབྱིན་པ་ ཀུན་ ཏུ་ སྤྱོད་པ,,term-vidūṣaṇā­samudācāra,yes,Action of repentance,Feeling remorse for past negative actions.
རྣམ་པ་ -ར་ སྐྱེ་བ་ མ,,person-Vivṛddhi,yes,Vivṛddhi,The stog pho brang Kangyur has rnam par ’phel ma.
རྣམ་པ་ -ར་ སྐྲ་བ,,person-—,yes,Resplendent,King of the peafowl.
རྣམ་པ་ -ར་ སྔོས་པ་ -འི་ འདུ་ཤེས,,term-vi­nīlaka­saṃjñā,yes,Contemplation of a blue-black corpse,Fifth of the nine contemplations of impurity.
རྣམ་པ་ -ར་ སྣ་ཚོགས་པ་ -ར་ བཀྲ་བ,,place-—,yes,Colorful Brightness,A lotus pond in Shining in Manifold Ways.
རྣམ་པ་ -ར་ སྣང་བ་ དམ་པ་ -འི་ ཡེ་ཤེས,,person-Vairocanottara­jñānin,yes,Vairocanottara­jñānin,A bodhisattva present in Śrāvastī.
རྣམ་པ་ -ར་ སྣང་བ་ རིན་ཆེན་ པད་མོ་ དཔལ་ གྱི་ གཙུག་ཕུད་ སྙིང་པོ,,person-Vairocana­ratna­padma­garbha­śrī­cūḍa,yes,Vairocana­ratna­padma­garbha­śrī­cūḍa,A cakravartin king in the distant past.
རྣམ་པ་ -ར་ སྣང་བ,,term-Vairocana,yes,Illumination,Name of the thirtieth meditative stability.
རྣམ་པ་ -ར་ སྣང་བ,,term-vairocana,yes,Vairocana,Unidentified jewel; this term can mean “solar” and therefore could possibly refer to the sunstone.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ དཔལ,,person-Vairocana­śrī,yes,Vairocana­śrī,A bodhisattva present in Śrāvastī.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ འོད་ཟེར་ གྱིས་ བརྒྱན་པ,,place-Vairocana­raśmi­prati­maṇḍitā,yes,Vairocana­raśmi­prati­maṇḍitā,A buddha realm a great distance in the eastern direction.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ འོད་ཟེར་ གྱིས་ བརྒྱན་པ་ -འི་ རྒྱལ་མཚན,,person-Vairocana­raśmi­prati­maṇḍita­dhvaja­rāja,yes,Vairocana­raśmi­prati­maṇḍita­dhvaja­rāja,"A bodhisattva present at the sūtra’s teaching, who in the distant past had been Queen Vimaladatta. He is known only from this sūtra."
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ རྒྱལ་མཚན,,person-Vairocana­dhvaja,yes,Vairocana­dhvaja,A bodhisattva present in Śrāvastī.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ སྙིང་པོ,,person-Vairocana­garbha,yes,Vairocana­garbha,"The name of a bodhisattva in the presence of the Buddha at Śrāvastī, and also the name of a bodhisattva seen by Muktaka in the buddha realm of the Buddha Tāreśvararāja in the east."
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ སྙིང་པོ,,place-Vairocana­garbha,yes,Vairocana­garbha,A palace in South India.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ སྨོན་ལམ་ གྱི་ གཙུག་ གི་ འོད་ཟེར་ སྣང་བ,,person-Vairocana­praṇidhāna­nābhi­raśmi­prabha,yes,Vairocana­praṇidhāna­nābhi­raśmi­prabha,A bodhisattva from an eastern realm.
རྣམ་པ་ -ར་ སྣང་བ་ -འི་ སྨོན་ལམ་ ཡེ་ཤེས་ དཔལ,,person-Vairocana­praṇidhi­jñāna­ketu,yes,Vairocana­praṇidhi­jñāna­ketu,A bodhisattva from a northwestern buddha realm. Also known as Vairocana­praṇidhāna­ketu­dhvaja.
རྣམ་པ་ -ར་ སྣང་བྱེད་ ཅོད་པན,,person-—,yes,Illuminating Crown,A bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད་ དཔལ,,person-—,yes,Illuminating Splendor,A bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད་ དུ་ སྣང་བ,,place-—,yes,Appearing as Illumination,A buddhafield at the nadir where the Tathāgata Glory of the Precious Red Lotus resides.
རྣམ་པ་ -ར་ སྣང་བྱེད་ བླ་མ་ -འི་ ཡེ་ཤེས་ ལྡན,,person-—,yes,Wise Superior Illuminator,A bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད་ ཟླ་བ,,person-—,yes,Illuminating Moon,A bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད་ རྒྱལ་མཚན,,person-—,yes,Illuminating Victory Banner,A bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད,,person-Vairocana,yes,Vairocana,A great bodhisattva.
རྣམ་པ་ -ར་ སྣང་བྱེད,,place-Vairocana,yes,Vairocana,A buddha realm.
རྣམ་པ་ -ར་ སྣང་བྱེད,,person-Vairocana,yes,Vairocana,
རྣམ་པ་ -ར་ སྣང་བྱེད,,person-Vairocana,yes,Vairocana,A bodhisattva in the retinue of the Buddha.
རྣམ་པ་ -ར་ སྣང་བྱེད,,term-—,yes,Illuminating,The name of an eon.
རྣམ་པ་ -ར་ སྣང་བྱེད,,person-Vairocana,yes,Vairocana,A bodhisattva in the retinue of the Buddha Śākyamuni.
རྣམ་པ་ -ར་ སྣང་བྱེད,,person-vairocana,yes,Vairocana,A nāga king.
རྣམ་པ་ -ར་ སྣང་ མཛད་ ཀྱི་ རྒྱན་ གྱིས་ བརྒྱན་པ་ -འི་ སྙིང་པོ,,place-Vairocana­vyūhālaṃkāra­garbha,yes,Vairocana­vyūhālaṃkāra­garbha,A kūṭāgāra in South India in which Maitreya resides.
རྣམ་པ་ -ར་ སྣང་ མཛད་ ཀྱི་ སྙིང་པོ,,place-Vairocana­śrī­praṇidhi­garbhā,yes,Vairocana­śrī­praṇidhi­garbhā,A buddha realm in the northwestern direction. See note https://read.84000.co/translation/UT22084-037-007.html#UT22084-037-007-261.
རྣམ་པ་ -ར་ སྣང་ མཛད་ ཀྱི་ སྨོན་ལམ་ དཔལ་ གྱི་ རྒྱལ་མཚན,,person-Vairocana­praṇidhāna­ketu­dhvaja,yes,Vairocana­praṇidhāna­ketu­dhvaja,A bodhisattva from a northwestern realm. Also known as Vairocana­praṇidhi­jñāna­ketu.
རྣམ་པ་ -ར་ སྣང་ མཛད་ གཟི་བརྗིད་ དཔལ,,place-Vairocana­tejaḥśrī,yes,Vairocana­tejaḥśrī,A realm in the distant past. In verse it is called Vairocana­dhvaja­pradīpa­śrī. Also called Vairocana­śrī in Sanskrit and rnam par snang ba (Vairocana) in Tibetan.
